role,name,affiliation,address,trial_id,processed_name,first_name
Principal Investigator,"Hüseyin Engin, MD",Bülent Ecevit University Department of Clinical Oncology,,NCT04274946,hüseyin engin,hüseyin
Principal Investigator,"Trish Millard, MD",University of Virginia,,NCT04272801,trish millard,trish
Principal Investigator,"Marleen Kok, MD",NKI-AvL,,NCT04307329,marleen kok,marleen
Principal Investigator,"Elizabeth Nichols, MD","University of Maryland, Baltimore",,NCT04234386,elizabeth nichols,elizabeth
Principal Investigator,"Francisco Perera, M.D.",Lawson Research Institute,,NCT04339517,francisco perera,francisco
Study Director,"Jian Zhang,MD",Fudan University,,NCT04303988,jian zhang,jian
Principal Investigator,Zhi-Min Shao,Fudan University,,NCT04334785,zhi-min shao,zhi-min
Principal Investigator,"Fei Xu, MD",Sun Yat-sen University,,NCT04255056,fei xu,fei
Principal Investigator,"Binghe Xu, PHD",Chinese Academy of Medical Sciences,,NCT04289974,binghe xu,binghe
Principal Investigator,"Charis Eng, MD, PhD, FACP","Cleveland Clinic, Case Comprehensive Cancer Center",,NCT04362826,charis eng,charis
Principal Investigator,"Hongping Song, MD",Xijing hospital of The fourth military medical university,,NCT04360616,hongping song,hongping
Study Director,"Carmen Chan, PhD",The Chinese University of Hongkong,,NCT04219267,carmen chan,carmen
Study Director,"Ka Ming Chow, PhD",The Chinese University of Hongkong,,NCT04219267,ka ming chow,ka
Principal Investigator,Soo Chin Lee,"National University Hospital, Singapore",,NCT04280536,soo chin lee,soo
Principal Investigator,"Jennifer Gass, MD",Women & Infants Hospital,,NCT04397185,jennifer gass,jennifer
Principal Investigator,"Robert W Mutter, M.D.",Mayo Clinic Radiation Oncology,,NCT04308720,robert w mutter,robert
Principal Investigator,Binghe Xu,Chinese Academy of Medical Sciences,,NCT04400695,binghe xu,binghe
Principal Investigator,Tao Sun,Liaoning Tumor Hospital & Institute,,NCT04400695,tao sun,tao
Principal Investigator,Wei Li,First Hospital of Jilin University,,NCT04400695,wei li,wei
Principal Investigator,Yuee Teng,First Hospital of China Medical University,,NCT04400695,yuee teng,yuee
Principal Investigator,Shu Wang,Peking University People's Hospital,,NCT04400695,shu wang,shu
Principal Investigator,Xiaojia Wang,Zhejiang Cancer Hospital,,NCT04400695,xiaojia wang,xiaojia
Principal Investigator,Xichun Hu,Fudan University,,NCT04400695,xichun hu,xichun
Principal Investigator,Min Yan,Henan Cancer Hospital,,NCT04400695,min yan,min
Principal Investigator,Jifeng Feng,Jiangsu Cancer Institute & Hospital,,NCT04400695,jifeng feng,jifeng
Principal Investigator,Ying Cheng,Jilin Provincial Tumor Hospital,,NCT04400695,ying cheng,ying
Principal Investigator,Ying Wang,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,NCT04400695,ying wang,ying
Principal Investigator,Shusen Wang,"Cancer prevention and treatment center, sun yat-sen university",,NCT04400695,shusen wang,shusen
Principal Investigator,Ning Liao,Guangdong Provincial People's Hospital,,NCT04400695,ning liao,ning
Principal Investigator,Haibo Wang,Affiliated Hospital of Qingdao University,,NCT04400695,haibo wang,haibo
Principal Investigator,Quchang OuYang,Hunan Cancer Hospital,,NCT04400695,quchang ouyang,quchang
Principal Investigator,Yueyin Pan,Anhui Provincial Hospital,,NCT04400695,yueyin pan,yueyin
Principal Investigator,Yingying Du,The First Affiliated Hospital of Anhui Medical University,,NCT04400695,yingying du,yingying
Principal Investigator,Changlu Hu,Anhui Cancer Hospital,,NCT04400695,changlu hu,changlu
Principal Investigator,Zhongsheng Tong,Tianjin Cancer Hospital,,NCT04400695,zhongsheng tong,zhongsheng
Principal Investigator,Jin Yang,The First Affiliated Hospital of Xi'an Jiaotong University School of Medicine,,NCT04400695,jin yang,jin
Principal Investigator,Lihua Song,Shandong Cancer Hospital,,NCT04400695,lihua song,lihua
Principal Investigator,Xiuwen Wang,Qilu Hospital of Shandong University,,NCT04400695,xiuwen wang,xiuwen
Principal Investigator,Yu Jiang,West China Hospital,,NCT04400695,yu jiang,yu
Principal Investigator,Yunjiang Liu,The Fourth Hospital of Hebei Medical University,,NCT04400695,yunjiang liu,yunjiang
Principal Investigator,Jing Cheng,"Wuhan Union Hospital, China",,NCT04400695,jing cheng,jing
Principal Investigator,Huihua Xiong,"Huazhong University of Science Tongji Hospital, Tongji Medical College",,NCT04400695,huihua xiong,huihua
Principal Investigator,Xinhong Wu,Hubei Cancer Hospital,,NCT04400695,xinhong wu,xinhong
Principal Investigator,Peng Shen,First Affiliated Hospital of Zhejiang University School of Medicine,,NCT04400695,peng shen,peng
Principal Investigator,Weimin Xie,Cancer Hospital Affiliated to Guangxi Medical University,,NCT04400695,weimin xie,weimin
Principal Investigator,Xin Zhou,Chongqing University Cancer Hospital,,NCT04400695,xin zhou,xin
Principal Investigator,Li Ran,Cancer Hospital of Guizhou Province,,NCT04400695,li ran,li
Principal Investigator,Yu Wang,Shanxi Province Cancer Hospital,,NCT04400695,yu wang,yu
Principal Investigator,Jinnan Gao,Bethune Hospital of Shanxi Province,,NCT04400695,jinnan gao,jinnan
Principal Investigator,Jingfen Wang,Linyi Cancer Hospital,,NCT04400695,jingfen wang,jingfen
Principal Investigator,Liangmin Zhang,Yantai Yuhuangding Hospital,,NCT04400695,liangmin zhang,liangmin
Principal Investigator,Xianhe Xie,First Affiliated Hospital of Fujian Medical University,,NCT04400695,xianhe xie,xianhe
Principal Investigator,Ru Zeng,The First Affiliated Hospital of Xiamen University,,NCT04400695,ru zeng,ru
Principal Investigator,Airong Wang,Weihai Municipal Hospital,,NCT04400695,airong wang,airong
Principal Investigator,Zhengqiu Zhu,Affiliated Hospital of Xuzhou Medical University,,NCT04400695,zhengqiu zhu,zhengqiu
Principal Investigator,Sanyuan Sun,Xuzhou Central Hospital,,NCT04400695,sanyuan sun,sanyuan
Principal Investigator,Qingshan Li,Affiliated Hospital of Chengde Medical College,,NCT04400695,qingshan li,qingshan
Principal Investigator,Aimin Zang,Affiliated Hospital of Hebei University,,NCT04400695,aimin zang,aimin
Principal Investigator,Liuzhong Yang,The First Affiliated Hospital of Xinxiang Medical College,,NCT04400695,liuzhong yang,liuzhong
Principal Investigator,Yuping Sun,Jinan Central Hospital,,NCT04400695,yuping sun,yuping
Principal Investigator,Liang Li,Zibo Central Hospital,,NCT04400695,liang li,liang
Principal Investigator,Guohua Yu,Weifang People's Hospital,,NCT04400695,guohua yu,guohua
Principal Investigator,Xujuan Wang,Neijiang Second People's Hospital,,NCT04400695,xujuan wang,xujuan
Study Chair,"JIHYE HWANG, Professor",Physical & Rehabilitation Medicine Samsung Medical Center,,NCT04316156,jihye hwang,jihye
Principal Investigator,"Filippo de Braud, Professor","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",,NCT04248998,filippo de braud,filippo
Principal Investigator,"Hongping Song, MD",Xijing hospital of The fourth military medical university,,NCT04270032,hongping song,hongping
Principal Investigator,"Zahraa Al-Hilli, MD",The Cleveland Clinic,,NCT04354675,zahraa al-hilli,zahraa
Principal Investigator,"Christel Fontaine, Dr.",Universitair Ziekenhuis Brussel,,NCT04224922,christel fontaine,christel
Study Chair,"Michael Pollak, MD",McGill University,,NCT04261218,michael pollak,michael
Principal Investigator,Antonio LLombart,MedSIR,,NCT04240106,antonio llombart,antonio
Principal Investigator,"Barbara Smith, MD, PhD",Massachusetts General Hospital,,NCT04440982,barbara smith,barbara
Study Director,"Jorge Ferrer, PhD","Lumicell, Inc.",,NCT04440982,jorge ferrer,jorge
Principal Investigator,Xichun Hu,Cancer Hospital affiliated to Fudan University,,NCT04382352,xichun hu,xichun
Principal Investigator,Miho Asano,SSHSPH NUS,,NCT04269967,miho asano,miho
Principal Investigator,"Francesco Bianco, MD, PhD",ITAB - Institute for Advanced Biomedical Technologies,,NCT04337736,francesco bianco,francesco
Principal Investigator,"Valentina Bucciarelli, MD, PhD",ITAB - Institute for Advanced Biomedical Technologies,,NCT04337736,valentina bucciarelli,valentina
Principal Investigator,"Victoria M Raymond, M.S.",GUARDANT HEALTH,,NCT04436393,victoria m raymond,victoria
Principal Investigator,"Yen-Shen Lu, MD, PhD",National Taiwan University Hospital,,NCT04344496,yen-shen lu,yen-shen
Study Chair,"Kunwei Shen, MD,PhD",Ruijin Hospital,,NCT04398914,kunwei shen,kunwei
Principal Investigator,"Quchang Ouyang, PhD",Department of Breast Cancer Medical Oncology,,NCT04407988,quchang ouyang,quchang
Principal Investigator,"Marco Colleoni, MD",European Institute of Oncology,,NCT04304352,marco colleoni,marco
Principal Investigator,"Min Yan, Professor",Henan Cancer Hospital,,NCT04293276,min yan,min
Principal Investigator,"Ioannis Boukovinas, Dr /Phd",HeSMO,,NCT04247035,ioannis boukovinas,ioannis
Principal Investigator,"Lubna Chaudhary, MD",Medical College of Wisconsin,,NCT04243616,lubna chaudhary,lubna
Principal Investigator,"Shail Maingi, MD",St. Peter's Health Partners,,NCT04432727,shail maingi,shail
Principal Investigator,"Nicolas Ajkay, MD",University of Louisville,,NCT04432727,nicolas ajkay,nicolas
Principal Investigator,"Olivier TREDAN, MD, PhD",Centre Leon Berard,,NCT04354233,olivier tredan,olivier
Study Chair,"Herui Yao, PhD","Sun Yat-sen Memorial Hospital,Sun Yat-sen University",,NCT04263298,herui yao,herui
Principal Investigator,"Shusen Wang, PhD",Sun Yat-sen University,,NCT04263298,shusen wang,shusen
Principal Investigator,"Kun Wang, PhD",Guangdong Provincial People's Hospital,,NCT04263298,kun wang,kun
Principal Investigator,"Qianjun Chen, PhD",Guangdong Provincial Hospital of Traditional Chinese Medicine,,NCT04263298,qianjun chen,qianjun
Principal Investigator,"Ruilian Xu, Master",Shenzhen People's Hospital,,NCT04263298,ruilian xu,ruilian
Principal Investigator,"Peijian Peng, PhD",Fifth Subsidiary Sun Yat-sen University Hospital,,NCT04263298,peijian peng,peijian
Principal Investigator,"Li Ling, PhD",Public Health Institute of Sun Yat-sen University,,NCT04263298,li ling,li
Principal Investigator,"Kim Robien, PhD, RD","Milken Institute School of Public Health, George Washington University",,NCT04268693,kim robien,kim
Study Director,"Carmine De Angelis, MD",Federico II University,,NCT04318223,carmine de angelis,carmine
Principal Investigator,"Alexander Philipovskiy, MD, PhD","Texas Tech University Health Sciences Center, El Paso",,NCT04362462,alexander philipovskiy,alexander
Principal Investigator,Jinsong Lu,RenJi Hospital,,NCT04254263,jinsong lu,jinsong
Principal Investigator,"ZhiMin Shao, MD, PhD",Fudan University,,NCT04403529,zhimin shao,zhimin
Principal Investigator,"Caroline ROUSSEAU, MD, PhD",Institut de Cancerologie de l'Ouest,,NCT04320030,caroline rousseau,caroline
Principal Investigator,"Janis O'Malley, MD",University of Alabama at Birmingham,,NCT04332588,janis o'malley,janis
Principal Investigator,"Leonel Hernandez Aya, M.D.",Washington University School of Medicine,,NCT04331067,leonel hernandez aya,leonel
Principal Investigator,Zeynep Olcer,Istanbul University,,NCT04297657,zeynep olcer,zeynep
Principal Investigator,"Neil Iyengar, MD",Memorial Sloan Kettering Cancer Center,,NCT04298086,neil iyengar,neil
Principal Investigator,"Vida Henderson, PhD",University of Illinois at Chicago,,NCT04378751,vida henderson,vida
Principal Investigator,"Oana Danciu, MD",University of Illinois at Chicago,,NCT04427293,oana danciu,oana
Principal Investigator,"Ketki D Raina, PhD, OTR/L",University of Toledo,,NCT04232319,ketki d raina,ketki
Principal Investigator,"Alice Y Ho, MD, MBA",Massachusetts General Hospital,,NCT04443348,alice y ho,alice
Principal Investigator,"Anna Sorace, PhD",University of Alabama at Birmingham,,NCT04273555,anna sorace,anna
Principal Investigator,"Sarah Sammons, MD",Duke University,,NCT04352777,sarah sammons,sarah
Principal Investigator,"Xuexin He, MD",The Second Affiliated Hospital of Zhejiang University School of Medicine (SAHZU),,NCT04337658,xuexin he,xuexin
Principal Investigator,"Jiajia Huang, MD",Sun Yat-sen University,,NCT04337658,jiajia huang,jiajia
Study Director,"Gustav Dobos, Prof. MD","Department of Internal and Integrative Medicine, Evang. Kliniken Essen-Mitte, Faculty of Medicine, University of Duisburg-Essen",,NCT04319510,gustav dobos,gustav
Study Chair,"Nurjati Chairani Siregar, MD","Department of Pathology, Dr. Cipto Mangunkusumo General Hospital, Jakarta, Indonesia",,NCT04418089,nurjati chairani siregar,nurjati
Study Chair,Baju Adji,"Department of Surgery, Koja General Hospital, Jakarta, Indonesia",,NCT04418089,baju adji,baju
Study Chair,"Filipus Dasawala, MD","Department of Surgery, Dr. Cipto Mangunkusumo General Hospital, Jakarta, Indonesia",,NCT04418089,filipus dasawala,filipus
Study Chair,"Hanifah Hasan, MD","Internship Program as Research Assistant, Department of Surgery, Dr. Cipto Mangunkusumo General Hospital, Jakarta, Indonesia",,NCT04418089,hanifah hasan,hanifah
Study Chair,"Muhammad Rizki Kamil, MD","Internship Program as Research Assistant, Department of Surgery, Dr. Cipto Mangunkusumo General Hospital, Jakarta, Indonesia",,NCT04418089,muhammad rizki kamil,muhammad
Principal Investigator,"Ruben Martin Payo, PhD",University of Oviedo,,NCT04396665,ruben martin payo,ruben
Principal Investigator,Mehdi Pasalar,Shiraz University of Medical Sciences,,NCT04426435,mehdi pasalar,mehdi
Study Chair,"Monika Klinkhammer-Schalke, MD, Prof.",Tumor Center Regensburg,,NCT04334096,monika klinkhammer-schalke,monika
Principal Investigator,"Patricia Lindberg-Scharf, PhD",Tumor Center Regensburg,,NCT04334096,patricia lindberg-scharf,patricia
Principal Investigator,"Brunhilde Steinger, MD",Tumor Center Regensburg,,NCT04334096,brunhilde steinger,brunhilde
Principal Investigator,Caroline ROUSSEAU,caroline.rousseau@ico.unicancer.fr,,NCT04226222,caroline rousseau,caroline
Principal Investigator,"Amparo Garcia-Tejedor, MDPhD",Hospital Universitari Bellvitge,,NCT04389216,amparo garcia-tejedor,amparo
Study Director,khaled fares,Assiut University,,NCT04275661,khaled fares,khaled
Study Director,hamdy abbas,Assiut University,,NCT04275661,hamdy abbas,hamdy
Study Director,fatma adel,Assiut University,,NCT04275661,fatma adel,fatma
Principal Investigator,"Gregory J Czarnota, PhD, MD",Sunnybrook Health Sciences Centre,,NCT04428528,gregory j czarnota,gregory
Principal Investigator,"Betul Kozanhan, M.D.",SBÜ Konya EAH,,NCT04336917,betul kozanhan,betul
Principal Investigator,"Petr Krivorotko, MD,PhD",N.N. Petrov Research Institute of Oncology,,NCT04293796,petr krivorotko,petr
Study Director,"Vladimir Semiglazov, Professor",N.N.Petrov Research Institute of Oncology,,NCT04293796,vladimir semiglazov,vladimir
Principal Investigator,"Chirag C Shah, MD",The Cleveland Clinic,,NCT04245150,chirag c shah,chirag
Principal Investigator,Zhi-Ming Shao,Fudan University,,NCT04355858,zhi-ming shao,zhi-ming
Principal Investigator,"Xingfei Yu, M.D.",Zhejiang Cancer Hospital,,NCT04249440,xingfei yu,xingfei
Principal Investigator,Karen M Basen-Engquist,M.D. Anderson Cancer Center,,NCT04267796,karen m basen-engquist,karen
Study Director,Caroline Bordin-Goffin,IFMK Saint Martin d'Hères,,NCT04444882,caroline bordin-goffin,caroline
Principal Investigator,"Bonnie Ky, MD, MSCE",University of Pennsylvania,,NCT04361240,bonnie ky,bonnie
Principal Investigator,Elizabeth K O'Donnell,Massachusetts General Hospital,,NCT04330339,elizabeth k o'donnell,elizabeth
Principal Investigator,"Anna Weiss, MD",Dana-Farber Cancer Institute,,NCT04245176,anna weiss,anna
Principal Investigator,"George Fountzilas, MD",Hellenic Cooperative Oncology Group,,NCT04403984,george fountzilas,george
Principal Investigator,"Samir E Shehata, Professor",Assiut University,,NCT04316247,samir e shehata,samir
Principal Investigator,"Smitha Menon, MD",Medical College of Wisconsin,,NCT04316169,smitha menon,smitha
Principal Investigator,"Marie-Jeanne T.F.D. Vrancken Peeters, MD, PhD",Antoni van Leeuwenhoek,,NCT04225858,marie-jeanne t.f.d. vrancken peeters,marie-jeanne
Principal Investigator,"Juliette Haudebourg, MD",Centre Antoine Lacassagne,,NCT04246606,juliette haudebourg,juliette
Principal Investigator,Senthilkumar Damodaran,M.D. Anderson Cancer Center,,NCT04256941,senthilkumar damodaran,senthilkumar
Principal Investigator,"Dominique COHEN, MD",Institut Paoli-Calmettes,,NCT04235946,dominique cohen,dominique
Principal Investigator,PHILIPPE GUILBERT,Institut Jean-Godinot,,NCT04408560,philippe guilbert,philippe
Principal Investigator,"Frédérique PENAULT-LLORCA, Pr",Centre Jean Perrin,,NCT04273542,frédérique penault-llorca,frédérique
Principal Investigator,"Abdulmajeed Dayyat, MD",King Hussein Cancer Center,,NCT04424732,abdulmajeed dayyat,abdulmajeed
Principal Investigator,"Birgitte V Offersen, phd",Danish Breast cancer Cooperation Group (DBCG),,NCT04291378,birgitte v offersen,birgitte
Principal Investigator,Ahmed Salman,"National Cancer Institute, Cairo Uneversity",,NCT04238377,ahmed salman,ahmed
Principal Investigator,"Shifang Yuan, Ph.D",Xijing Hospital,,NCT04239105,shifang yuan,shifang
Study Chair,Zheng zhuanfang,Second Clinical College of Guangzhou University of Traditional Chinese Medicine,,NCT04442035,zheng zhuanfang,zheng
Study Director,"Isabelle Demeestere, MD, PhD",CUB-Hôpital Erasme,,NCT04289805,isabelle demeestere,isabelle
Study Chair,"Matteo Lambertini, MD, PhD",ULB,,NCT04289805,matteo lambertini,matteo
Study Chair,"Christine Decanter, MD",CHRU Lille,,NCT04289805,christine decanter,christine
Study Chair,"Thorsten Kühn, Prof.",EUROPEAN BREAST CANCER RESEARCH ASSOCIATION OF SURGICAL TRIALISTS,,NCT04373655,thorsten kühn,thorsten
Study Director,"Pierre FUMOLEAU, PhD",Institut Curie,,NCT04327063,pierre fumoleau,pierre
Principal Investigator,"Margaret E Gatti-Mays, M.D.",National Cancer Institute (NCI),,NCT04296942,margaret e gatti-mays,margaret
Principal Investigator,"Elizabeth Stone, MD","Cleveland Clinic, Case Comprehensive Cancer Center",,NCT04365569,elizabeth stone,elizabeth
Principal Investigator,Jieqiong Liu,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,NCT04303741,jieqiong liu,jieqiong
Principal Investigator,"Joyce O'Shaughnessy, MD",Texas Oncology,,NCT04265872,joyce o'shaughnessy,joyce
Principal Investigator,"Fei Xu, MD",Sun Yat-sen University,,NCT04215744,fei xu,fei
Study Director,"BLEUSE JEAN-PIERRE, DR",ICM Val d'Aurelle DRCI,,NCT04414202,bleuse jean-pierre,bleuse
Principal Investigator,"Türkan Akbayrak, Prof",Hacettepe University,,NCT04296929,türkan akbayrak,türkan
Principal Investigator,Antonio Llombart,MedSIR,,NCT04300790,antonio llombart,antonio
Principal Investigator,"Silje E Reme, PhD",Oslo University Hospital,,NCT04300283,silje e reme,silje
Principal Investigator,YEON HEE PARK,Samsung Medical Center,,NCT04368442,yeon hee park,yeon
Principal Investigator,Zeifei Jiang,Beijing 307 Hospital,,NCT04398108,zeifei jiang,zeifei
Principal Investigator,Min Yan,Henan Cancer Hospital,,NCT04398108,min yan,min
Principal Investigator,Cuizhi Geng,The fourth hospital of Hebei Medical University,,NCT04398108,cuizhi geng,cuizhi
Study Director,"Elaina Gartner, MD",Zymeworks Inc.,,NCT04224272,elaina gartner,elaina
Principal Investigator,Timothy Whelan,"Juravinski Cancer Centre, McMaster University, Hamilton",,NCT04228991,timothy whelan,timothy
Principal Investigator,"Ann H Partridge, MD",Dana-Farber Cancer Institute,,NCT04379414,ann h partridge,ann
Principal Investigator,Jennifer M Specht,ECOG-ACRIN Cancer Research Group,,NCT04316117,jennifer m specht,jennifer
Study Director,"Niklas Loman, MD, PhD",Lund University Hospital,,NCT04335669,niklas loman,niklas
Study Director,"Manuel Gaviria, MD, PhD",Alliance Equiphoria,,NCT04350398,manuel gaviria,manuel
Principal Investigator,Ciara C O'Sullivan,Academic and Community Cancer Research United,,NCT04351230,ciara c o'sullivan,ciara
Principal Investigator,Mina S Sedrak,City of Hope Medical Center,,NCT04305834,mina s sedrak,mina
Principal Investigator,"Elaine Guirro, PhD",University of Sao Paulo - Ribeirao Preto - Brazil,,NCT04303221,elaine guirro,elaine
Study Chair,"Maya Said, Sci.D",Outcomes4Me,,NCT04262518,maya said,maya
Principal Investigator,"Pavani Chalasani, MD",University of Arizona,,NCT04291950,pavani chalasani,pavani
Principal Investigator,Shipra Gandhi,Roswell Park Cancer Institute,,NCT04348747,shipra gandhi,shipra
Principal Investigator,"Elisabetta Rossi, MD",European Institute of Oncology,,NCT04365803,elisabetta rossi,elisabetta
Principal Investigator,"Carol J Fabian, MD",University of Kansas Medical Center,,NCT04379024,carol j fabian,carol
Principal Investigator,Stephen B Edge,Roswell Park Cancer Institute,,NCT04297384,stephen b edge,stephen
Principal Investigator,"Gabriele Martelli, MD","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",,NCT04436809,gabriele martelli,gabriele
Principal Investigator,Alicia Okines,The Royal Marsden Hospital,,NCT04360941,alicia okines,alicia
Principal Investigator,"Ana Lohmann, MD, PhD",London Regional Cancer Program,,NCT04241237,ana lohmann,ana
Principal Investigator,"Elizabeth J Lyons, PhD, MPH",University of Texas,,NCT04259905,elizabeth j lyons,elizabeth
Principal Investigator,Mridula A George,Rutgers Cancer Institute of New Jersey,,NCT04445844,mridula a george,mridula
Principal Investigator,"Ritesh Parajuli, MD",Chao Family Comprehensive Cancer Center,,NCT04305236,ritesh parajuli,ritesh
Study Director,Sebahat GÖZÜM,Akdeniz University,,NCT04304404,sebahat gözüm,sebahat
Principal Investigator,"Ian E Krop, MD, PHD",Dana-Farber Cancer Institute,,NCT04425018,ian e krop,ian
Principal Investigator,Galina Velikova,University of Leeds,,NCT04270123,galina velikova,galina
Principal Investigator,Laura Kenny,Imperial College London,,NCT04276272,laura kenny,laura
Principal Investigator,"Sara C Tolaney, MD, MPH",Dana-Farber Cancer Institute,,NCT04448886,sara c tolaney,sara
Principal Investigator,"Mary Beth Terry, PhD",Columbia University,,NCT04265547,mary beth terry,mary
Study Director,"Timo Schinköthe, PhD",Cankado Service GmbH,,NCT04386629,timo schinköthe,timo
Principal Investigator,Patricia A Ganz,UCLA / Jonsson Comprehensive Cancer Center,,NCT04290897,patricia a ganz,patricia
Study Director,"Yeşim Bakar, Professor","Bakırçay University, Fac. of Health Sci, Dept. of Physical Therapy and Rehab",,NCT04245657,yeşim bakar,yeşim
Principal Investigator,"İlker Kızıloğlu, MD","İzmir Çiğli State Training Hospital, Department of General Surgery",,NCT04245657,i̇lker kızıloğlu,i̇lker
Principal Investigator,"Alper Tuğral, PT","Bakırçay University, Fac. of Health Sci, Dept. of Physical Therapy and Rehab",,NCT04245657,alper tuğral,alper
Study Chair,"Céline BOURGIER, MD",Institut Régional du Cancer de Montpellier (ICM),,NCT04282122,céline bourgier,céline
Principal Investigator,"Margaret Barton-Burke, PhD, RN",Memorial Sloan Kettering Cancer Center,,NCT04216576,margaret barton-burke,margaret
Principal Investigator,Saranya Chumsri,Mayo Clinic,,NCT04249622,saranya chumsri,saranya
Study Chair,Atilla Soran,University of Pittsburgh Medical Center,,NCT04272372,atilla soran,atilla
Study Director,Anna Resch,Pierre Fabre Pharma GmbH,,NCT04388384,anna resch,anna
Principal Investigator,"Kathleen Van Dyk, PhD",University of California at Los Angeles,,NCT04297020,kathleen van dyk,kathleen
Principal Investigator,"Hyosuk Chin, MD",McMaster University,,NCT04306003,hyosuk chin,hyosuk
Principal Investigator,"Marko Simunovic, MD",Hamilton Health Sciences Corporation,,NCT04306003,marko simunovic,marko
Study Director,Novartis Pharmaceuticals,Novartis Pharmaceuticals,,NCT04251533,novartis pharmaceuticals,novartis
Principal Investigator,"Michelle P Judge, PhD",University of Connecticut,,NCT04293874,michelle p judge,michelle
Principal Investigator,"Gareth Evans, MD",Manchester University NHS Foundation Trust,,NCT04359420,gareth evans,gareth
Principal Investigator,"Victoire BRILLAUD-MEFLAH, MD",Institut de Cancérologie de l'Ouest,,NCT04343820,victoire brillaud-meflah,victoire
Principal Investigator,Tufia C Haddad,Mayo Clinic,,NCT04294225,tufia c haddad,tufia
Principal Investigator,Emmanuel M Gabriel,Mayo Clinic,,NCT04249167,emmanuel m gabriel,emmanuel
Study Director,"Ariane SULTAN, PR","University Hospital, Montpellier",,NCT04357652,ariane sultan,ariane
Principal Investigator,Nusayba Bagegni,Duke University - Duke Cancer Institute LAO,,NCT04345913,nusayba bagegni,nusayba
Principal Investigator,"Faisal Shamim, FCPS",Aga Khan University,,NCT04343807,faisal shamim,faisal
